menu,bahan,langkah,hasil,kalori_kkal,lemak_g,karbohidrat_g,protein_g,serat_g,kolesterol_mg,gambar_url
tahu gejrot cirebon,sambal pedas uleg kecap manis buah tahu goreng bongkahan gula merah,tahu dipotong taruh piring ulek cabe bawang merah bawang putih garam didihkan air masukan gula jawa kecap mendidih siram tahu larutan gula cabe ulek piring yg berisi tahu,2 porsi,200,8.87,25.47,7.21,2.0,18,https://m.ftscrt.com/static/recipe/a506eefb-dee5-4a90-8952-f7752e01d74a.jpg
sate mix ayam dan jamur,lada putih bubuk kecap manis air mineral saus tiram dada ayam ketumbar garam siung bawang putih cabai merah rawit jamur tiram bawang merah,rebus jamur tiram tiriskan suwir sesuai ukuran belender bumbu dipanggang tumis marinasi jamur dada ayam menit tusuk jamur tiram dada ayam yg marinasikan tusuk sate panggang sate jamur dada ayam teflon anti lengket panggangan anti lengket,1 porsi,446,9.58,55.41,37.34,7.1,83,https://m.ftscrt.com/static/recipe/4e100d48-ca1a-42be-aee4-b8591f01dc5b.jpg
sayur pokcoy tahu telur,kaldu jamur lada putih bubuk telur minyak kelapa tahu pakcoy garam siung bawang putih gelas air bawang merah,wajan tambahkan minyak kelapa tumis bawang merah bawang putih kecoklatan masukkan telur diorak arik masukkan tahu aduk aduk menit masukkan air putih diamkan tahu matang masukkan pakcoy garam lada bubuk kaldu jamur aduk aduk pakcoy layu bumbu tercampur disajikan,2 porsi,195,11.91,15.37,8.65,2.2,106,https://m.ftscrt.com/static/recipe/52f53db6-9b6b-4dbe-b241-ccbb0262f3a0.jpg
bakmi goreng shirataki,lada putih bubuk kecap manis mie kering mangkok segar potongan batang brokoli dimasak segar cabai merah rawit dada ayam rebus kulit dimakan siung bawang putih,rebus mie brokoli dada ayam bawang putih cabe cincang tumis baput cabe lada air masuk mie brokoli dada ayam koreksi dg tambahkan himsalt kecap,1 porsi,140,2.77,23.8,8.94,3.8,19,https://m.ftscrt.com/static/recipe/0aed81a5-92fd-43c4-b97f-2c64ce718d0c.jpg
tumis wortel buncis,saus tiram bawang merah telur puyuh cabai merah rawit buncis wortel siung bawang putih nasi merah butir dimasak,cuci iris wortel buncis iris bawang merah bawang putih cabai tumis dg air masukkan wortel buncis tambahkan merica bubuk saos tiram pindahkan piring nasi,1 porsi,295,5.85,53.6,10.99,9.1,304,https://m.ftscrt.com/static/recipe/10ecb585-4594-4361-aeae-67740979d72a.jpg
ayam suwir balado,kaldu jamur kecap asin kedelai gula jawa daun selada dada ayam rebus kulit dimakan nasi merah cabai merah rawit garam siung bawang putih utuh tomat merah kubis wortel kacang kemiri bawang merah,haluskan bawang merah bawang putih cabai kemiri tomat suwir suwir ayam rebus garpu tangan tumis bumbu halus diatas teflon anti lengket harum tambahkan garam masukkan ayam suwir kedalam tumisan bumbu tambahkan kaldu jamur kecap asin gula jawa aduk tes disajikan,1 porsi,708,18.19,112.94,43.14,21.1,76,https://m.ftscrt.com/static/recipe/31c80581-c18b-4d36-ba78-3dd0a08a32c4.jpg
kekian udang,telur tepung tapioka kembang tahu udang wortel bawang putih daun bawang loncang,haluskan udang haluskan bawang putih garam merica parut wortel iris daun bawang masukkan wortel daun bawang telur bumbu halus kedalam udang dihaluskan aduk masukkan tepung tapioka taruh kulit tahu rendam air kukus menit,31 porsi,46,1.05,1.93,7.19,0.1,49,https://m.ftscrt.com/static/recipe/d430fd36-3f49-4c7b-b50d-cae272bc8ad9.jpg
cah sayur,kaldu jamur sawi hijau saus bumbu tiram garam jagung tunas jagung kentang rebus gelas air daging dada ayam ayam pedaging buncis brokoli wortel,tumis bawput cabe masukan air ayam kentang campur bahan tambahkan bumbu perasa sajikan selagi hangat,1 porsi,240,1.46,36.44,20.94,5.5,41,https://m.ftscrt.com/static/recipe/a79b6ace-bec2-474f-ac5c-e8773e3a89cf.jpg
spaghetti aglio olio bandeng tanpa minyak,kaldu jamur bawang bombay spaghetti cabai merah rawit garam bawang merah utuh tomat merah brokoli ikan bandeng,rebus spaghetti wholemeal menit haluskan tomat bawang merah uleg blender air panaskan telflon anti lengket masukan bawang bombai sangrai harum minyak masukan bumbu yg haluskan tambahkan bandeng suwir irisan cabai brokoli garam kaldu jamur masukan spaghetti wholemeal yg rebus seledri aduk,1 porsi,462,9.1,65.74,31.09,7.2,52,https://m.ftscrt.com/static/recipe/d71e2036-a956-4e46-a3bd-860e77aefe9b.jpg
cah brokoli ayam,lada putih bubuk minyak goreng garam saus tiram dada ayam brokoli siung bawang putih wortel air,haluskan bawang putih lada panaskan minyak tumis bumbu harum masukkan ayam tumis matang tambahkan air matang masukkan brokoli tambahkan garam pindahkan piring matang,3 porsi,183,8.64,4.84,20.91,1.1,55,https://m.ftscrt.com/static/recipe/3cb3465c-8292-4016-9a11-4c1d711af10a.jpg
nasi goreng tapi bohong,royco ayam garam laut quick cooking oatmeal saus tiram sendok makan minyak goreng kecambah siung bawang putih buncis wortel bawang merah air,sangrai oatmeal berubah warna kecoklatan tambahkan air sisihkan tumis bawang bombay bawang putih harum tambahkan tauge wortel tumis layu tambahkan garam penyedap saus tiram masukkan oatmeal yg disangrai tumis sebentar tercampur test sajikan,1 porsi,291,12.34,40.05,6.81,6.2,0,https://m.ftscrt.com/static/recipe/83848c8a-1d58-4e9a-a00c-bc09e0389c9b.jpg
steak tempe,lada putih bubuk saus sambal saus tiram tepung maizena mangkok irisan cooked carrots tomato catsup salt mangkok chayote fruit siung garlic mangkok dicincang onions bottled water tempeh cooked,potong tempe kukus matang haluskan bawang putih halus tambahkan tempe kukus haluskan tambahkan tepung terigu garam merica aduk merata bentuk adonan bulat pipih panaskan pan tambahkan margarin minyak zaitun grill tempe matang jgn dibolak tdk hancur masak jg pinggirannya saus lelehkan margarin tumis bawang bombay layu kmudian masukkan bawang putih tumis harum masukkan bahan saus lada tambahkan air cek masukkan larutan maizena aduk mengental sajikan,4 porsi,135,3.96,29.53,6.21,2.4,0,https://m.ftscrt.com/static/recipe/a2ed5362-451f-48e5-b314-f81d6a4c549b.jpg
shirataki tomato soup,royco ayam minyak goreng kecap manis chicken nugget telur mangkok segar sawi dimasak segar mie basah matang garam saus teriyaki siung bawang putih iris daun bawang tomat buncis wortel gelas air,panaskan minyak sendok masukkan nugget yg dipotong dadu masukkan batang sawi wortel buncis tambahkan air ml sisihkan tumisan pinggir wajan masukkan telur garam orak arik sayur masukkan irisan tomat sawi tambahkan air ml masukkan mie shirataki tambahkan royko kaldu ayam garam irisan cabe saus teriyaki kecap diamkan mendidih ready to serving,3 porsi,163,6.37,21.74,6.29,6.1,68,https://m.ftscrt.com/static/recipe/a6235aa8-0fc3-4813-b99a-9a0c93a34218.jpg
capcay,saus sambal kecap manis sosis sapi telur cabai merah rawit bawang merah mangkok dicincang sawi siung bawang putih,tumis bawang putih bawang merah cabai harum tuang air tunggu mendidih masukkan sawi sosis telur tambahkan garam lada kecap tunggu matang,1 porsi,363,12.39,47.46,17.07,4.9,212,https://m.ftscrt.com/static/recipe/22db4992-c520-417a-abaf-397d6bd88f2b.jpg
tumis jamur kacang panjang,kaldu jamur kecap manis saus tiram kacang hijau bawang bombay jamur kancing cabai merah rawit siung bawang putih,tumis bawang putih bawang bombay cabai rawit iris tipis masukan jamur kacang potong potong tambahkan kaldu jamur saos tiram garam kecap sesuai selera,3 porsi,91,1.78,19.07,3.39,4.2,0,https://m.ftscrt.com/static/recipe/01afd4dc-a355-4305-a878-412d4de54ec4.jpg
telur sutera,bawang bombay telur putih telur saus tiram potong jagung rebus wortel dimasak siung bawang putih daun bawang,kocok telur irisan daun bawang ml air masukkan garam merica sesuai selera kukus rebus jagung wortel tumis bawang bombay bawang putih sendok olive oil masukkan sayuran kedalam tumisan bawang tambahkan garam merica sendok saus tiram koreksi,1 porsi,195,6.81,22.75,12.76,3.6,212,https://m.ftscrt.com/static/recipe/be854e2e-eccc-4c08-9702-b831f1deac1f.jpg
soto ayam,ketumbar royco ayam kecap manis lada putih bubuk dada ayam rebus kulit dimakan bawang merah mie basah matang kunyit garam siung bawang putih jahe mangkok daun bawang kecambah selada kol sereh kacang kemiri,haluskan bawmer bawput jahe kemiri kunyit geprek laos sereh tumis bumbu halus dgn laos sereh yg geprek duan salam daun jeruk matang masukan air air sisa rebusan ayam rebus ayam tauge mie shirataki terpisah air mendidih masukan bumbu spt garam lada bubuk royko kecap manis sdm pas matikan api kompor siapkan ayam suir tauge kol iris jeruk nipis mi shirataki nya kalo pake sambel tinggal haluskan rawit air kuah sotonya selesai,6 porsi,121,1.91,16.25,10.65,5.2,24,https://m.ftscrt.com/static/recipe/7c98f300-064c-4670-a8b9-27334f534f84.jpg
salad ayam,sendok makan light mayonnaise boiled potato mangkok parut cincang lettuce chicken breast cooked corn,bumbui ayam garam merica panggang kukus jagung kentang potong n cuci lettuce campur smuanya pakein mayo salad dressing,1 porsi,376,13.98,41.93,22.51,4.5,50,https://m.ftscrt.com/static/recipe/b31792aa-d36e-470b-9bdb-26204ea4eb05.jpg
mie shirataki,bawang merah kecap manis mie kering shirataki telur dadar telur orak arik udang sawi dimasak segar saus tiram siung bawang putih brokoli kubis,cuci mie shirataki basah tiriskan rebus mie menit potong sayuran cuci bersih siapkan teflon anti lengket tumis bawang merah bawang putih harum masukkan telur orak arik masukkan udang tambahkan air masak udang matang masukkan sayuran tambahkan saus tiram kecap manis masukkan mie shirataki aduk masak matang angkat sajikan,1 porsi,371,11.44,36.0,32.95,8.1,367,https://m.ftscrt.com/static/recipe/efd6cfee-349a-4fbf-a7c3-329f6cab26ff.jpg
tumis sawi tahu,iris bawang bombay dimasak mentega roti tawar gandum putih telur matang siung bawang putih dimasak porsi tahu cabai merah rawit mangkok dicincang sawi air air,tumis bawang bombay bawang putih cabai tunggu matang masukkan putih telur orak arik masukkan garam lada tambahkan air masukkan sawi tahu tunggu matang sayuran fresh sajikan potongan roti gandum selamat menikmati,1 porsi,269,11.97,25.24,18.36,6.3,0,https://m.ftscrt.com/static/recipe/457f6fae-1e97-4491-9eaf-fc91cd2a1a2a.jpg
bakso tempe,kaldu jamur telur rebus tepung tapioka lada hitam garam tempe kukus bawang putih,kukus tempe menit hancurkan tempe masukkan bahan aduk kalis bentuk bulat tempe rebus menit mengambang,20 porsi,32,1.18,4.02,1.42,0.1,21,https://m.ftscrt.com/static/recipe/781ca47e-8f3f-4cb0-823a-6af901808ea0.jpg
makaroni ayam,sejumput garam laut siung bawang putih dimasak saus sambal mangkok masak makaroni dada ayam bawang bombay dimasak mangkok saus spageti daging bawang putih bubuk sejumput lada hitam,potong bawang putih siung bawang bombay aja marinasi ayam lada bawang putih bubuk garam ayamnya potong dadu ya tumis bawang putih bawang bombay masukkan ayam dimarinasi air masukkan saus bolognese saus sambal sendok masak air menyusut keju quick melt hiasan aja sih hehe,5 porsi,147,3.8,18.83,8.92,1.1,17,https://m.ftscrt.com/static/recipe/cda3adda-d61a-4ebd-a789-dbef91527d25.jpg
nasi goreng spesial (nasi merah),lada putih bubuk telur garam siung bawang putih daging ayam panggang bakar dimasak sayur campuran nasi merah butir dimasak,haluskan bawang putih oseng sebentar masukkan sayuran daging ayam rebus pecahkan telur scramble egg masukkan nasi merah tambahkan garam lada campur matang telur mata sapi hidangkan dipiring,1 porsi,207,7.51,31.29,4.09,6.4,498,https://m.ftscrt.com/static/recipe/523b5e66-47cc-4d25-9d68-2ea36e9e8905.jpg
tumis tempe sayur,royco ayam kecap manis kecap asin kedelai buncis kubis wortel siung bawang putih gelas air tempe,iris bawang putih wortel buncis kubis potong tempe sesuai selera tumis bawang putih air layu harum masukan wortel buncis tempe masukan kecap asin sdm kecap manis sdm royco ayam masukan air sayuran tempe matang aduk tunggu air menyusut dirasa matang tambahkan air biarkan menyusut masukan kol aduk tunggu kol matang disajikan,2 porsi,181,5.66,24.45,11.96,4.4,0,https://m.ftscrt.com/static/recipe/c62978ad-fdd4-4ffb-b3c0-82732599d9d4.jpg
tumis brokoli udang,minyak zaitun udang mangkok dicincang brokoli siung bawang putih,tumis bawang putih minyak zaitun harum masukan udang masak berubah warna air masukan garam lada masukan brokoli tumis matang,1 porsi,329,16.54,14.31,32.91,4.8,206,https://m.ftscrt.com/static/recipe/f0659101-386f-4cea-9bd4-94ba416a4ec7.jpg
tumis kacang panjang,bombay kacang minyak wijen siung bawang putih dada ayam,potong kacang dada ayam bawang bombay sesuai selera panaskan sebentar minyak masukkan bawang bombay bawang putih harum masukkan ayam berubah warna masukkan kacang tambahkan air penyedap garam masak matang taburkan bawang goreng dihidangkan,1 porsi,280,13.31,8.47,31.12,2.4,83,https://m.ftscrt.com/static/recipe/a5e8e691-c6b8-4203-939f-31e271e11f8a.jpg
kue pisang,stevia sweetener wpro milk tea instant oatmeal telur kayu manis garam ekstra pisang baking soda,hancurkan pisang aduk telur berbusa masukkan kedalam pisang tambahkan sisa bahan aduk adonan cetakan panggang oven suhu c menit,4 porsi,118,2.76,19.31,6.3,2.4,57,https://m.ftscrt.com/static/recipe/23b191a3-ee69-4284-b6a0-2f95dbb94b79.jpg
tahu lumpia,bawang merah kaldu jamur garam wortel kulit pangsit tahu,hancurkan tahu campur wortel parut bawang merah cincang tambahkan kaldu jamur garam aduk tercampur adonan tahu masukkan kulit lumpia lipat masak lumpia sisi teflon panas sajikan saus favorit,6 porsi,43,1.36,5.28,2.72,0.4,1,https://m.ftscrt.com/static/recipe/544de650-4934-4528-b236-e183265a968a.jpg
pizza,porsi sosis bratwurst ragi cup spaghetti sauce tepung segitiga biru margarin bawang bombay porsi beef frank mayones ringan gula pasir,campur air hangat ragi gula tambahkan tepung terigu margarin aduk uleni adonan kalis diamkan jam mengembang gulung adonan taruh loyang tusuk garpu oleskan saus spageti tambahkan irisan sosis daging sapi mayones bawang bombay taburi peterseli oregano diamkan menit selagi oven dipanaskan panggang oven menit suhu c,8 porsi,144,3.81,21.91,6.25,0.7,6,https://m.ftscrt.com/static/recipe/8b15978d-2f68-470f-8777-9e251d080bfa.jpg
tumis toge,takaran royco ayam kecambah siung bawang putih,iris bawang putih tumis api panas minyak tambahkan taoge penyedap sesuai selera campur tumis matang,1 porsi,38,0.51,6.67,3.97,2.3,0,https://m.ftscrt.com/static/recipe/fe535711-e70c-49d7-b96b-4e6df5ea9249.jpg
bayam jamur,bawang merah telur jamur enoki non fat milk bawang putih bayam,iris halus bawang merah putih tumis bawang merah putih kecoklatan masukan bayam dicuci aduk sebentar tambahkan ml air matang masukan telur aduk sebentar telur tercampur bayam layu masukan jamur enoki yg sdh dicuci bersih tambahkan susu non fat diamkan sebentar angkat,2 porsi,83,2.04,10.45,5.93,2.7,80,https://m.ftscrt.com/static/recipe/0bf344a8-ca9b-47ba-9712-c3c84cccaaeb.jpg
chia puding,kurma susu uht coklat pisang buah pir chia seed,haluskan pisang halus masukan chiaseed susu uht bebas susu aduk diamkan kulkas jam set setalah toping sesuai selera pakai kurma pir,1 porsi,232,7.92,36.86,6.18,10.1,4,https://m.ftscrt.com/static/recipe/842333d5-8bac-4305-be0d-b072c04422e7.jpg
tahu kuping,sagu tahu siung bawang putih mangkok dicincang daun bawang loncang tepung terigu putih keperluan,siapkan mangkok masukan bahan kecuali tahu aduk adonan air adonan bentuk ambil tahu adonan tepung atasnya goreng matang,15 porsi,65,0.91,12.09,2.23,0.5,0,https://m.ftscrt.com/static/recipe/5d6a97d5-c113-4cd5-8051-030aab519b9b.jpg
sawi gulung,kaldu jamur tbsp saus tiram telur tahu sawi hijau,rebus lembaran sawi layu rebus buah telur potong mnjadi hancurkan tahu masukkan telur mentah saus tiram kaldu jamur ambil selembar sawi masukan adonan tahu telur rebus gulung menggulung risoles lakukan adonan tahu habis kukus menit,8 porsi,44,2.54,1.62,4.1,0.4,53,https://m.ftscrt.com/static/recipe/1f1594f4-7118-4217-a9cb-c4d66e68d39c.jpg
tahu kol,lada putih bubuk kaldu jamur tepung pati jagung tepung tapioka telur garam laut bawang putih bubuk buncis wortel sawi putih tempe tahu,aduk bahan rebus kol masukan bahan kol lipat kol rapi kukus kurleb menit,42 porsi,20,0.97,1.45,1.58,0.1,11,https://m.ftscrt.com/static/recipe/09b0eaac-f3f8-401a-9b92-31df845d0016.jpg
sushi telur,rumput laut kering wortel dimasak telur goreng lemak nasi putih mentimun kupas,siapkan alat bahan goreng telur kukus wortel susun bahan gulung,1 porsi,285,5.59,46.33,11.2,1.5,191,https://m.ftscrt.com/static/recipe/c5a7c6fb-8c2e-466b-9880-906af2b4098d.jpg
bilah energi oatmeal cokelat,choco chips biji bunga matahari dikuliti sangrai kering selai kacang oatmeal madu tj murni kurma kismis biji kacang almond panggang kering tambahan garam,sangrai oatmeal kecoklatan dinginkan suhu ruang cincang kurma halus campur bahan wadah spatula pindahkan wadah padatkan tutup rapat simpan frezer minimal menit potong batangan,16 porsi,92,3.61,13.29,2.06,1.0,0,https://m.ftscrt.com/static/recipe/28134fbc-6512-4de0-8adb-bd77620cf2ff.jpg
ampyang,kacang sangrai kering garam gula merah gula pasir,masukkan gula merah gula pasir air panci aduk mengental gula larut buang kulit kacang panggang masukkan wajan matikan api aduk adonan ampyang mengental matang ambil sendok makan campuran ampyang tuang kertas bentuk bentuk datar bulat lakukan adonan habis biarkan dingin mengeras simpan toples kedap udara,20 porsi,132,7.47,14.47,3.56,1.2,0,https://m.ftscrt.com/static/recipe/4cf1d9c1-92f1-4a67-9452-ddf951404cee.jpg
tempe goreng,garam siung bawang putih tempe,iris tempe tipis tipis bumbu bawang putih garam lumuri bumbu masukkan air fryer suhu c menit,8 porsi,25,1.35,1.3,2.34,0.0,0,https://m.ftscrt.com/static/recipe/d4e86393-78a7-4547-9b27-1b858e29b379.jpg
oat almond butter cookies,stevia sweetener raw cacao powder original yogurt dark chocolate mentega almond selai kacang oat ekstrak vanila baking soda,blender oat tepung campur bahan kecuali choco chips aduk tambahkan chocochips dibentuk panggang api c menit,25 porsi,46,2.93,4.41,1.42,0.6,0,https://m.ftscrt.com/static/recipe/ab505e48-9050-41b8-8f62-c04deef45fdf.jpg
pizza oatmeal teflon,saus sambal keju mozzarella instant oatmeal tumbuk oregano daging kornet bawang bombay,uleni oatmeal air letakkan teflon saos toping tambahkan oregano parutan mozzarella tunggu menit dgn ditutup api,4 porsi,162,5.7,21.38,7.12,2.4,13,https://m.ftscrt.com/static/recipe/748dfea7-cd04-4884-9afc-acd54ecf762b.jpg
bola ubi jalar,fiber creme nanas ubi jalar manis biji wijen kering utuh,kukus ubi matang hancurkan ubi tambahkan fiber creme bentuk ubi isi nanas lapisi biji wijen,32 porsi,15,0.35,2.86,0.29,0.5,0,https://m.ftscrt.com/static/recipe/79d9db5d-a142-41e5-9c0c-06e2caa6eb94.jpg
chocolate oatmeal bars,mentega coklat manis gelap rolled oats ekstrak vanila reguler marshmallow kismis biji,panci lelehkan chocolate chip mentega ringan marshmallow api aduk lembut hapus panas dingin aduk vanilla aduk oat sisa bahan teteskan sendok makan bulat kertas lilin bentuk lingkaran batang tutup dinginkan jam diamkan suhu kamar menit disajikan simpan tertutup rapat lemari es menghasilkan lusin,36 porsi,78,3.32,12.03,1.26,1.1,0,https://m.ftscrt.com/static/recipe/a11db71f-390e-4310-a727-4cd997008802.jpg
bola energi oatmeal,dark chocolate gelas kering rolled oats creamy peanut butter madu,campurkan bahan mangkuk aduk tercampur dinginkan lemari es menit sendok sendok makan membagi campuran bola merata tangan membentuk bola nikmati simpan sisanya menyimpannya wadah tertutup lemari es minggu,6 porsi,138,8.93,12.03,4.8,1.6,0,https://m.ftscrt.com/static/recipe/52921832-8c52-4d83-9bc3-ec61aadb8208.jpg
cireng isi jamur,royco kaldu sapi sendok makan minyak goreng saus sambal tepung tapioka minyak goreng bubuk cabai garam garam siung bawang putih siung bawang putih daun bawang jamur tiram tepung terigu putih keperluan,kulit cireng campur tepung tapioka air bawang putih halus garam kaldu bubuk aduk merata rebus api diaduk mengental mengental matikan kompor tambahkan daun bawang masukkan tepung terigu uleni kalis sisihkan isian rebus jamur tiram dicuci direndam tumis bawang putih harum masukkan jamur direbus tambahkan cabai bubuk saus sambal garam,18 porsi,63,2.26,9.6,1.16,0.4,0,https://m.ftscrt.com/static/recipe/e5006436-4435-4df6-89bc-e8dcae07873c.jpg
pancake labu sederhana,stevia sweetener segitiga biru tepung tapioka kuning telur labu,kukus labu kuning haluskan dg garpu sampe hancur masukkan tepung terigu tapioka kuning telur stevia panggang minyak teflon dg api sdm munjung dibalik sampe matang merata,12 porsi,39,1.3,6.33,1.47,0.2,52,https://m.ftscrt.com/static/recipe/e3d01f8e-83a1-466a-be45-ea1f86ae2907.jpg
onde-onde panggang,fiber creme stevia sweetener tepung beras tepung tapioka selai kacang ubi ungu rebus biji wijen kering utuh,kukus ubi haluskan halus fiber crime selai kacang gula stevia aduk campur tepung beras tapioka air panas sdm aduk kalis diamkan menit tepung ketan putih gak pakai yg tepungnya masukan isian ubinya bulat gepengkan panggang jam suhu c onde onde ubi panggang disajikan,12 porsi,62,2.92,8.52,1.63,1.1,0,https://m.ftscrt.com/static/recipe/efd877f6-9243-4d97-8654-e96ce065f36d.jpg
salad roll,rice paper cheddar cheese smoked beef wortel mentimun kupas selada air,rendam rice paper air hangat sebentar rice paper lemas mudah dibentuk masukkan bahan lipat gulung makan,1 porsi,183,7.64,14.96,15.18,1.2,20,https://m.ftscrt.com/static/recipe/9002a438-a88b-46ec-9d7c-9b357b59f7dc.jpg
snack oat,extra virgin olive oil quick cooking oatmeal putih telur pisang kacang almond panggang kering tambahan garam,lumatkan pisang masukkan putih telur kedalam pisang yg dilumatkan aduk campurkan bahan kedalam pisang oat almond olive oil gr panggang menit suhu dingingkan disantap,30 porsi,26,1.08,3.44,0.73,0.5,0,https://m.ftscrt.com/static/recipe/fa5ba034-7e24-4f0c-8927-ee5f7fbd6d86.jpg
bread puding,sweetener kismis susu uht low fat high calcium lembar roti tawar telur ekstrak vanila,kocok putih telur pemanis tambahkan vanili kocok susu ml kocok siapkan roti tawar potong potong kotak kotak masukan roti tawar kedalam adonan telur aduk perlahan masukkan wajan taburi kismis siapkan kukusan yg panas masukan adonan kedalam kukusan,6 porsi,77,1.84,10.81,3.77,0.7,38,https://m.ftscrt.com/static/recipe/f6bdcbdd-edb3-444f-87bb-43890db598b0.jpg
dragon fruit jelly,jelly powder anggur buah naga gelas air,rebus nutrijell gelas air rebus mendidih masak diamkan menit tambahkan asam buah biarkan dingin belah buah naga keluarkan isinya potong dadu usahakan kulit buah naga tersisa potong nutrijell dingin kubus sajikan irisan buah naga kulit buah naga selamat menikmati,2 porsi,133,0.95,32.45,1.95,4.8,0,https://m.ftscrt.com/static/recipe/b1d1cce9-c733-4f35-b103-d114fc65d1f5.jpg
klapertart,mentega tepung pati jagung susu uht full cream telur kayu manis garam ekstrak vanila kismis biji kelapa air kelapa gula pasir,campur susu air kelapa maizena vanila garam kuning telur gula aduk mengental blue band kelapa muda kismis letakan wadahnya kocok putih telur gula pasir letakkan diatas adonan panggang suhu derajat menit,12 porsi,176,9.37,21.01,3.29,2.0,55,https://m.ftscrt.com/static/recipe/781cce8a-75c1-4d4a-bb92-485a6e77102a.jpg
cookies oatmeal,kenari oatmeal kayu manis pisang,haluskan pisang masukkan bahan aduk tercampur beratnya gr porsi hasilnya cookie bulatkan ratakan panggang suhu menit,13 porsi,35,2.65,9.82,1.93,1.6,0,https://m.ftscrt.com/static/recipe/99c99845-bd46-4473-902b-e4cb3ea341b0.jpg
bolu pisang kukus,sweetener margarine pisang ambon telur ekstrak vanila tepung gandum baking soda,kupas pisang lumatkan halus sisahkan kocok telur gula larut campurkan pisang yg dilumatkan kedalam adonan telur gula aduk tercampur ayak tepung baking soda vanili masukan kedalan adonan aduk tercampur masukan margarin keadonan aduk siapkan loyang olesi margarin merata kukus api menit menit cek meggunakan tusuk gigi yg menempal berati matang sempurna,10 porsi,138,5.37,20.56,3.47,11.0,42,https://m.ftscrt.com/static/recipe/cf4ed3b3-3036-4677-94ed-711f6713e9be.jpg
swallow,sweetener powder air,panaskan air masukkan tunggu mendidih masukka gula diabetasol diamkan sebentar tuang keloyang,5 porsi,5,0.0,1.98,0.0,1.2,0,https://m.ftscrt.com/static/recipe/6d8920e8-7bb1-4a63-97a1-fd01034384ae.jpg
puding chia,powder brown sugar skimmed milk lengkeng stroberi mangga chia seed,puding chia seed campur chia seed air susu aduk simpan lemari es diamkan jam biji chia mengembang just adjust the water milk according to the chia seeds menunggu puding chia dingin sesuaikan air susu sesuai biji chia tuang susu gelatin gula merah panci masak api diaduk mendidih mendidih tuang ketempat yg disediakan tunggu puding set puding chia seed buahan dipotong simpan dikulkas,4 porsi,76,0.7,13.64,4.54,2.0,0,https://m.ftscrt.com/static/recipe/d34542f9-9f42-4bb9-8434-05061c323770.jpg
seblak mie shirataki,kencur bendak wangi sweetener diabtx mie basah matang telur bawang merah pakcoy garam cabai merah rawit bawang putih,blender bawang merah bawang putih cengek kencur cikur air uleg tumis bumbu teflon anti lengket airnya surut biar gak pait minyak masukan air telur tunggu matang daun jeruk biar wangi mie shirataki pakcoy masukan gula tropicana garam sesuai selera cicipi tunggu airnya surut selesai,1 porsi,114,5.38,11.65,7.13,5.0,212,https://m.ftscrt.com/static/recipe/083a8e80-4c4a-4ae3-9e80-6b98cbbfe311.jpg
protein bar kacang tanah,raisins instant oatmeal roasted unsalted peanuts honey,giling kacang goreng campurkan bahan kacau doh masukkan cetakan tutup plastik cling potong batangan dinginkan lemari es,15 porsi,72,3.63,8.99,2.2,0.8,0,https://m.ftscrt.com/static/recipe/b6642417-1d25-42ed-9a27-fdf33b2b9812.jpg
klepon ubi,ubi gula merah tepung sagu,rebus kukus ubi menit hancurkan garpu masukkan sagu campur kalis bentuk adonan bulat bulat masukkan potongan gula merah rebus air mendidih adonan mengapung,4 porsi,125,0.04,30.07,1.01,2.0,0,https://m.ftscrt.com/static/recipe/c86c96cd-71b9-4a9b-aaf7-92d88cfee2f3.jpg
brownies mocaf,coklat bubuk extra virgin olive oil tepung mocaf telur coklat manis gelap mentega kacang almond gula merah,lelehkan coklat manis gelap minyak zaitun mentega kocok telur gula merah semut whisk masukkan lelehan coklat aduk masukan tepung mocaf aduk masukan coklat bubuk aduk panaskan oven c menit masukan adonan kedalam loyang panggang tambahkan almond topping m brownis dihidangkan,10 porsi,213,12.1,25.52,2.37,1.3,53,https://m.ftscrt.com/static/recipe/bb7d9144-783c-49bd-9417-78d5ee946ba6.jpg
poires helena,saus manis cokelat pisang ice cream cokelat chip buah pir gelas air kayu manis kacang almond gula pasir,masukkan gula pasir kayu manis tambahkan gelas air aduk tambahkan gelas air rebus buah pir tiriskan plating buah pir tambahkan scoops ice cream tambahkan saus coklat taburan kacang almond,3 porsi,388,12.76,68.87,5.32,9.1,0,https://m.ftscrt.com/static/recipe/fc61ac59-318e-4d0a-a7da-7ab3afb269d1.jpg
lumpia pisang aroma,mangkok saus cokelat pangsit polos pisang keju cheddar gula pasir,siapkan bahan lelehakan coklat masukkan pisang keju gula pasir kulit pangsit gulung goreng tambahkan lelehan coklat keju diatas nya,4 porsi,329,7.12,60.68,8.63,4.2,8,https://m.ftscrt.com/static/recipe/f6f29f0f-bc7c-484c-b25c-7da12b70be34.jpg
agar-agar kukus coklat,powder agarasa coklat white coffee less sugar telur utuh kacang sangrai kering garam gula pasir,kocok telur mengembang tuang bubuk agarasa agarputih bubuk kopi aduk panaskan kukusan masukkan kedalam cetakan tambahkan kacang kukus menit angkat,4 porsi,113,4.37,16.01,2.42,3.0,53,https://m.ftscrt.com/static/recipe/3fa2439a-28a0-444a-bc7e-e80426a4c2b9.jpg
