menu,bahan,langkah,hasil,kalori_kkal,lemak_g,karbohidrat_g,protein_g,serat_g,kolesterol_mg,gambar_url
Nasi Goreng Spesial (Nasi Merah),"['1. 3 g lada putih bubuk', '2. 2 besar telur', '3. 2 sdt garam', '4. 3 siung bawang putih', '5. 100 gram daging ayam (panggang, bakar, dimasak)', '6. 100 gram sayur campuran', '7. 100 gram nasi merah (butir-sedang, dimasak)']","['1. Haluskan bawang putih. Oseng sebentar, lalu masukkan sayuran dan daging ayam rebus.', '2. Pecahkan satu telur, buat scramble egg. Lalu masukkan nasi merah.', '3. Tambahkan garam dan lada. Campur sampai rata dan matang.', '4. Buat satu telur mata sapi. Hidangkan dipiring.']",1 porsi,207,7.51,31.29,4.09,6.4,498,https://m.ftscrt.com/static/recipe/523b5e66-47cc-4d25-9d68-2ea36e9e8905.jpg
Tumis Tempe Sayur,"['1. 2 g royco ayam', '2. 1 sdm kecap manis', '3. 1 sdm kecap asin (kedelai)', '4. 100 gram buncis', '5. 100 gram kubis', '6. 100 gram wortel', '7. 1 siung bawang putih', '8. 1 gelas air', '9. 100 gram tempe']","['1. Iris bawang putih, wortel, buncis, kubis dan potong tempe sesuai selera.', '2. Tumis bawang putih dengan sedikit air sampai layu dan harum.', '3. Masukan wortel, buncis dan tempe. Lalu masukan kecap asin 1 sdm, kecap manis 1 sdm dan royco rasa ayam secukupnya.', '4. Masukan air secukupnya sedikit demi sedikit agar sayuran dan tempe matang. Aduk rata. Tunggu sampai air menyusut, jika dirasa kurang matang tambahkan lagi air dan biarkan menyusut.', '5. Terakhir masukan kol, aduk dan tunggu sampai kol matang.', '6. Siap disajikan.']",2 porsi,181,5.66,24.45,11.96,4.4,0,https://m.ftscrt.com/static/recipe/c62978ad-fdd4-4ffb-b3c0-82732599d9d4.jpg
Tumis Brokoli Udang,"['1. 1 sdm minyak zaitun', '2. 100 gram udang', '3. 2 mangkok, dicincang brokoli', '4. 1 siung bawang putih']","['1. Tumis bawang putih menggunakan minyak zaitun hingga harum.', '2. Masukan udang, masak hingga berubah warna, beri sedikit air, masukan garam dan lada.', '3. Masukan brokoli, tumis hingga matang.']",1 porsi,329,16.54,14.31,32.91,4.8,206,https://m.ftscrt.com/static/recipe/f0659101-386f-4cea-9bd4-94ba416a4ec7.jpg
Tumis Kacang Panjang,"['1. 25 gram bombay', '2. 55 g kacang panjang', '3. 1 sdt minyak wijen', '4. 1 siung bawang putih', '5. 100 gram dada ayam']","['1. Potong kacang panjang, dada ayam, bawang bombay sesuai selera.', '2. Panaskan sebentar minyak, masukkan bawang bombay dan bawang putih hingga harum lalu masukkan ayam hingga berubah warna, terakhir masukkan kacang panjang.', '3. Tambahkan sedikit air, penyedap/garam secukupnya, masak hingga matang, taburkan bawang goreng. Siap dihidangkan.']",1 porsi,280,13.31,8.47,31.12,2.4,83,https://m.ftscrt.com/static/recipe/a5e8e691-c6b8-4203-939f-31e271e11f8a.jpg
Kue Pisang,"['1. 3 g stevia sweetener', '2. 15 g wpro milk tea', '3. 50 g instant oatmeal', '4. 1 besar telur', '5. 1 sdt kayu manis', '6. 1/4 sdt garam', '7. 1 ekstra besar pisang', '8. 1 sdt baking soda']","['1. Hancurkan pisang.', '2. Aduk telur sampai berbusa, masukkan kedalam pisang.', '3. Tambahkan sisa bahan dan aduk rata.', '4. Bagi adonan ke dalam cetakan dan panggang dalam oven dengan suhu 210Â°C selama 15-20 menit.']",4 porsi,118,2.76,19.31,6.3,2.4,57,https://m.ftscrt.com/static/recipe/23b191a3-ee69-4284-b6a0-2f95dbb94b79.jpg
Tahu Lumpia,"['1. 4 gram bawang merah', '2. 4 g kaldu jamur', '3. 1 sdt garam', '4. 32 gram wortel', '5. 42 gram kulit pangsit', '6. 147 gram tahu']","['1. Hancurkan tahu, campur dengan wortel parut, bawang merah cincang, tambahkan kaldu jamur dan garam. Aduk hingga tercampur rata.', '2. Bagi adonan tahu dan masukkan ke dalam kulit lumpia dan lipat.', '3. Masak lumpia di kedua sisi dalam teflon panas.', '4. Sajikan dengan saus favorit Anda.']",6 porsi,43,1.36,5.28,2.72,0.4,1,https://m.ftscrt.com/static/recipe/544de650-4934-4528-b236-e183265a968a.jpg
Pizza,"['1. 1 porsi sosis bratwurst', '2. 5 gram ragi', '3. 1/2 cup spaghetti sauce', '4. 150 g tepung segitiga biru', '5. 1 sdm margarin', '6. 100 gram bawang bombay', '7. 3 porsi beef frank', '8. 1 sdm mayones ringan', '9. 20 gram gula pasir']","['1. Campur air hangat dengan ragi dan gula.', '2. Tambahkan tepung terigu dan margarin. Aduk rata dan uleni adonan hingga kalis. Diamkan selama 1 jam hingga mengembang.', '3. Gulung adonan, taruh di atas loyang dan tusuk dengan garpu.', '4. Oleskan saus spageti. Tambahkan irisan sosis, daging sapi, mayones dan bawang bombay. Taburi dengan peterseli dan oregano, jika diinginkan.', '5. Diamkan selama 15 menit selagi oven dipanaskan terlebih dahulu.', '6. Panggang dalam oven selama 30 menit dengan suhu 140Â°C.']",8 porsi,144,3.81,21.91,6.25,0.7,6,https://m.ftscrt.com/static/recipe/8b15978d-2f68-470f-8777-9e251d080bfa.jpg
Tumis Toge,"['1. 1 takaran royco ayam', '2. 100 gram kecambah', '3. 2 siung bawang putih']","['1. Iris bawang putih dan tumis di atas api yang panas tanpa minyak.', '2. Tambahkan taoge dan penyedap rasa sesuai selera. Campur dengan baik.', '3. Tumis hingga matang.']",1 porsi,38,0.51,6.67,3.97,2.3,0,https://m.ftscrt.com/static/recipe/fe535711-e70c-49d7-b96b-4e6df5ea9249.jpg
Bayam Jamur,"['1. 12 gram bawang merah', '2. 1 kecil telur', '3. 103 g jamur enoki', '4. 60 ml non fat milk', '5. 15 gram bawang putih', '6. 80 gram bayam']","['1. Iris halus bawang merah dan putih.', '2. Tumis bawang merah dan putih sampai kecoklatan.', '3. Masukan bayam yang sudah dicuci, aduk sebentar, tambahkan 50ml air matang.', '4. Masukan telur.', '5. Aduk2 sebentar sampai telur tercampur dan bayam layu.', '6. Masukan jamur enoki yg sdh dicuci bersih.', '7. Tambahkan susu non fat.', '8. Diamkan sebentar kemudian angkat.']",2 porsi,83,2.04,10.45,5.93,2.7,80,https://m.ftscrt.com/static/recipe/0bf344a8-ca9b-47ba-9712-c3c84cccaaeb.jpg
Chia Puding,"['1. 1 kurma', '2. 100 ml susu uht rasa coklat', '3. 30 gram pisang', '4. 35 gram buah pir', '5. 20 gram chia seed']","['1. Haluskan pisang, setelah halus masukan chiaseed dan susu UHT (bebas untuk susu).', '2. Setelah itu aduk rata.', '3. Dan diamkan di kulkas Â±5jam sampai set.', '4. Setalah jadi, beri toping sesuai selera disini aku pakai kurma dan pir.']",1 porsi,232,7.92,36.86,6.18,10.1,4,https://m.ftscrt.com/static/recipe/842333d5-8bac-4305-be0d-b072c04422e7.jpg
Tahu Kuping,"['1. 100 gram sagu', '2. 250 gram tahu', '3. 5 siung bawang putih', '4. 1 mangkok, dicincang daun bawang (loncang)', '5. 100 gram tepung terigu putih (semua keperluan)']","['1. Siapkan mangkok, masukan semua bahan kecuali tahu.', '2. Aduk adonan sambil di beri air sedikit-sedikit sampai adonan bisa di bentuk.', '3. Ambil tahu, lalu beri adonan tepung di atasnya.', '4. Goreng sampai matang.']",15 porsi,65,0.91,12.09,2.23,0.5,0,https://m.ftscrt.com/static/recipe/5d6a97d5-c113-4cd5-8051-030aab519b9b.jpg
Sawi Gulung,"['1. 5 gram kaldu jamur', '2. 1/2 tbsp saus tiram', '3. 2 besar telur', '4. 200 gram tahu', '5. 250 gram sawi hijau']","['1. Rebus lembaran sawi sampai layu, kemudian rebus 1 buah telur, kemudian potong mnjadi 8 bagian.', '2. Hancurkan tahu.', '3. Masukkan telur mentah, saus tiram dan kaldu jamur.', '4. Ambil selembar sawi, masukan adonan tahu dan telur rebus, gulung seperti menggulung risoles.', '5. Lakukan sampai adonan tahu habis.', '6. Kukus kurang lebih 10 menit.']",8 porsi,44,2.54,1.62,4.1,0.4,53,https://m.ftscrt.com/static/recipe/1f1594f4-7118-4217-a9cb-c4d66e68d39c.jpg
Tahu Kol,"['1. 3 g lada putih bubuk', '2. 7 gram kaldu jamur', '3. 10 g tepung pati jagung', '4. 45 g tepung tapioka', '5. 107 gram telur', '6. 1 1/2 sdt garam laut', '7. 1 1/2 sdt bawang putih bubuk', '8. 50 gram buncis', '9. 75 gram wortel', '10. 350 gram sawi putih', '11. 129 gram tempe', '12. 271 gram tahu']","['1. Aduk semua bahan.', '2. Rebus kol.', '3. Masukan bahan ke kol.', '4. Lipat kol dengan rapi.', '5. Kukus kurleb 30 menit.']",42 porsi,20,0.97,1.45,1.58,0.1,11,https://m.ftscrt.com/static/recipe/09b0eaac-f3f8-401a-9b92-31df845d0016.jpg
Sushi Telur,"['1. 4 gram rumput laut kering', '2. 20 gram wortel dimasak', '3. 40 gram telur goreng tanpa lemak', '4. 150 gram nasi putih', '5. 20 gram mentimun (kupas)']","['1. Siapkan alat dan bahan.', '2. Goreng telur, kukus wortel.', '3. Susun semua bahan dan gulung.']",1 porsi,285,5.59,46.33,11.2,1.5,191,https://m.ftscrt.com/static/recipe/c5a7c6fb-8c2e-466b-9880-906af2b4098d.jpg
Bilah Energi Oatmeal Cokelat,"['1. 20 g choco chips', '2. 25 gram biji bunga matahari (yang) dikuliti sangrai kering', '3. 60 g selai kacang', '4. 150 g oatmeal', '5. 100 g madu tj murni', '6. 60 gram kurma', '7. 40 gram kismis (tanpa biji)', '8. 20 gram kacang almond panggang kering (tanpa tambahan garam)']","['1. Sangrai oatmeal sampai kecoklatan. Dinginkan sampai suhu ruang.', '2. Cincang kurma dengan halus.', '3. Campur semua bahan dalam satu wadah menggunakan spatula.', '4. Pindahkan pada wadah, padatkan, tutup rapat. Simpan pada frezer minimal 30 menit.', '5. Potong menjadi batangan.']",16 porsi,92,3.61,13.29,2.06,1,0,https://m.ftscrt.com/static/recipe/28134fbc-6512-4de0-8adb-bd77620cf2ff.jpg
Ampyang,"['1. 300 gram kacang sangrai kering (tanpa garam)', '2. 166 gram gula merah', '3. 63 gram gula pasir']","['1. Masukkan gula merah, gula pasir dan air ke dalam panci. Aduk hingga mengental dan gula larut.', '2. Buang kulit kacang panggang dan masukkan ke dalam wajan.', '3. Matikan api. Aduk hingga adonan ampyang benar-benar mengental dan matang.', '4. Ambil satu sendok makan campuran ampyang. Tuang di atas kertas lalu bentuk menjadi bentuk datar atau bulat. Lakukan hingga adonan habis.', '5. Biarkan dingin dan mengeras lalu simpan di toples kedap udara.']",20 porsi,132,7.47,14.47,3.56,1.2,0,https://m.ftscrt.com/static/recipe/4cf1d9c1-92f1-4a67-9452-ddf951404cee.jpg
Tempe Goreng,"['1. 1 sdt garam', '2. 1 siung bawang putih', '3. 100 gram tempe']","['1. Iris tempe tipis tipis.', '2. Beri bumbu bawang putih dan garam.', '3. Lumuri bumbu dan masukkan ke air fryer dengan suhu 200Â°C waktu 20 menit.']",8 porsi,25,1.35,1.3,2.34,0,0,https://m.ftscrt.com/static/recipe/d4e86393-78a7-4547-9b27-1b858e29b379.jpg
Oat Almond Butter Cookies,"['1. 2.6 g stevia sweetener', '2. 10 g raw cacao powder', '3. 15 g original yogurt', '4. 20 g dark chocolate 70%', '5. 50 gram mentega almond', '6. 50 gram selai kacang', '7. 100 g oat', '8. 1 sdt ekstrak vanila', '9. 1 sdt baking soda']","['1. Blender oat menjadi tepung.', '2. Campur semua bahan kecuali choco chips. Aduk rata.', '3. Terakhir tambahkan chocochips dan dibentuk.', '4. Panggang di api 180Â°C 25menit.']",25 porsi,46,2.93,4.41,1.42,0.6,0,https://m.ftscrt.com/static/recipe/ab505e48-9050-41b8-8f62-c04deef45fdf.jpg
Pizza Oatmeal Teflon,"['1. 2 sdm saus sambal', '2. 25 gram keju mozzarella', '3. 100 g instant oatmeal', '4. 1 sdt, tumbuk oregano', '5. 40 gram daging kornet', '6. 1/4 sedang bawang bombay']","['1. Uleni oatmeal dengan sedikit air.', '2. Letakkan ke teflon.', '3. Beri saos lalu beri toping.', '4. Tambahkan oregano dan parutan mozzarella.', '5. Tunggu 30 menit dgn ditutup dan api kecil.']",4 porsi,162,5.7,21.38,7.12,2.4,13,https://m.ftscrt.com/static/recipe/748dfea7-cd04-4884-9afc-acd54ecf762b.jpg
Bola Ubi Jalar,"['1. 2 sdt fiber creme', '2. 58 gram nanas', '3. 377 gram ubi jalar (manis)', '4. 18 gram biji wijen kering utuh']","['1. Kukus ubi hingga matang.', '2. Hancurkan ubi, tambahkan fiber creme.', '3. Bentuk ubi dan isi dengan nanas.', '4. Lapisi dengan biji wijen.']",32 porsi,15,0.35,2.86,0.29,0.5,0,https://m.ftscrt.com/static/recipe/79d9db5d-a142-41e5-9c0c-06e2caa6eb94.jpg
Chocolate Oatmeal Bars,"['1. 5 sdm mentega', '2. 128 gram coklat manis atau gelap', '3. 256 g rolled oats', '4. 1 sdt ekstrak vanila', '5. 14 reguler/biasa marshmallow', '6. 125 gram kismis (tanpa biji)']","['1. Dalam panci besar, lelehkan chocolate chip, mentega ringan, dan marshmallow dengan api kecil, aduk hingga lembut.', '2. Hapus dari panas; agak dingin. Aduk vanilla. Aduk oat dan sisa bahan.', '3. Teteskan satu sendok makan bulat ke atas kertas lilin dan bentuk menjadi lingkaran atau batang. Tutup dan dinginkan 2 sampai 3 jam. Diamkan pada suhu kamar sekitar 15 menit sebelum disajikan. Simpan tertutup rapat di lemari es. Menghasilkan sekitar 3 lusin.']",36 porsi,78,3.32,12.03,1.26,1.1,0,https://m.ftscrt.com/static/recipe/a11db71f-390e-4310-a727-4cd997008802.jpg
Bola Energi Oatmeal,"['1. 25 g dark chocolate 70%', '2. 1/2 gelas kering rolled oats', '3. 80 g creamy peanut butter', '4. 1 sdm madu']","['1. Campurkan semua bahan dalam mangkuk kecil dan aduk hingga tercampur rata.', '2. Dinginkan di lemari es selama 30 menit.', '3. Gunakan sendok atau sendok makan untuk membagi campuran menjadi 6 bola secara merata. Gunakan tangan Anda untuk membentuk bola.\n\n Nikmati sekarang dan simpan sisanya untuk nanti dengan menyimpannya dalam wadah tertutup di lemari es hingga 1 minggu.']",6 porsi,138,8.93,12.03,4.8,1.6,0,https://m.ftscrt.com/static/recipe/52921832-8c52-4d83-9bc3-ec61aadb8208.jpg
Cireng Isi Jamur,"['1. 5 g royco kaldu rasa sapi', '2. 1 sendok makan minyak goreng', '3. 3 sdm saus sambal', '4. 250 g tepung tapioka', '5. 22 ml minyak goreng', '6. 1 sdt bubuk cabai', '7. 1 sdt garam', '8. 1 sdt garam', '9. 1 siung bawang putih', '10. 2 siung bawang putih', '11. 1 daun bawang', '12. 100 gram jamur tiram', '13. 100 gram tepung terigu putih (semua keperluan)']","['1. Untuk membuat kulit cireng, pertama campur tepung tapioka, sedikit air, bawang putih halus, garam, dan kaldu bubuk, aduk hingga merata.', '2. Rebus dengan api kecil sambil terus diaduk hingga mengental.', '3. Jika sudah mengental, matikan kompor.', '4. Tambahkan daun bawang lalu masukkan tepung terigu sedikit demi sedikit sambil di uleni hingga kalis, lalu sisihkan.', '5. Untuk membuat isian, rebus jamur tiram yang sudah dicuci dan direndam.', '6. Tumis bawang putih hingga harum.', '7. Masukkan jamur yang telah direbus.', '8. Tambahkan cabai bubuk, saus sambal, dan garam,.']",18 porsi,63,2.26,9.6,1.16,0.4,0,https://m.ftscrt.com/static/recipe/e5006436-4435-4df6-89bc-e8dcae07873c.jpg
Pancake Labu Sederhana,"['1. 5,2 g stevia sweetener', '2. 30 g segitiga biru', '3. 30 g tepung tapioka', '4. 3 besar kuning telur', '5. 600 gram labu']","['1. Kukus Labu Kuning dan haluskan dg garpu sampe hancur.', '2. Masukkan Tepung Terigu, Tapioka, Kuning Telur dan Stevia.', '3. Panggang tanpa minyak di atas teflon dg api kecil per 1 sdm munjung, dibalik sampe matang merata.']",12 porsi,39,1.3,6.33,1.47,0.2,52,https://m.ftscrt.com/static/recipe/e3d01f8e-83a1-466a-be45-ea1f86ae2907.jpg
Onde-onde Panggang,"['1. 5 ml fiber creme', '2. 7,8 g stevia sweetener', '3. 40 g tepung beras', '4. 60 g tepung tapioka', '5. 1 sdm selai kacang', '6. 170 gram ubi ungu rebus', '7. 5 sdm biji wijen kering utuh']","['1. Kukus ubi lalu haluskan, setelah halus Ini dengan fiber crime, selai kacang dan gula stevia. Aduk sampai rata.', '2. Campur tepung beras dan tapioka dengan air panas 4sdm, aduk sampai kalis diamkan 10 menit . Seharusnya tepung ketan putih karena gak punya pakai yg ada.', '3. Bagi menjadi 12 bagian tepungnya, masukan isian ubinya bulat"" dan gepengkan. Lalu panggang selama 1 jam di suhu 120Â°c.', '4. Onde-onde ubi panggang siap disajikan.']",12 porsi,62,2.92,8.52,1.63,1.1,0,https://m.ftscrt.com/static/recipe/efd877f6-9243-4d97-8654-e96ce065f36d.jpg
Salad Roll,"['1. 1 sedang rice paper', '2. 20 g cheddar cheese', '3. 50 g smoked beef', '4. 20 gram wortel', '5. 20 gram mentimun (kupas)', '6. 50 gram selada air']","['1. Rendam rice paper ke dalam air hangat sebentar.', '2. Setelah rice paper lemas & mudah dibentuk, masukkan bahan2, lalu lipat/gulung.', '3. Makan!']",1 porsi,183,7.64,14.96,15.18,1.2,20,https://m.ftscrt.com/static/recipe/9002a438-a88b-46ec-9d7c-9b357b59f7dc.jpg
Snack Oat,"['1. 1 sdm extra virgin olive oil', '2. 100 g quick cooking oatmeal', '3. 1 besar putih telur', '4. 130 gram pisang', '5. 25 gram kacang almond panggang kering (tanpa tambahan garam)']","['1. Lumatkan pisang.', '2. Masukkan putih telur kedalam pisang yg dilumatkan.', '3. Aduk dan campurkan semua bahan kedalam pisang (oat, almond, olive oil).', '4. Bagi menjadi 30 bagian (10gr).', '5. Panggang 20 menit (suhu 180).', '6. Dingingkan, siap disantap.']",30 porsi,26,1.08,3.44,0.73,0.5,0,https://m.ftscrt.com/static/recipe/fa5ba034-7e24-4f0c-8927-ee5f7fbd6d86.jpg
Bread Puding,"['1. 6 g sweetener', '2. 10 gram kismis', '3. 250 ml susu uht low fat high calcium', '4. 2 lembar roti tawar', '5. 1 besar telur', '6. 1 sdt ekstrak vanila']","['1. Kocok putih telur dengan pemanis.', '2. Tambahkan vanili, lalu kocok kembali.', '3. Tambah susu 250ml, lalu kocok kembali.', '4. Siapkan roti tawar, potong potong kotak-kotak.', '5. Masukan roti tawar kedalam adonan telur.', '6. Aduk perlahan, masukkan ke dalam wajan. Taburi dengan kismis.', '7. Siapkan kukusan yg sudah panas.', '8. Masukan adonan kedalam kukusan.']",6 porsi,77,1.84,10.81,3.77,0.7,38,https://m.ftscrt.com/static/recipe/f6bdcbdd-edb3-444f-87bb-43890db598b0.jpg
Dragon Fruit Jelly,"['1. 3,75 g jelly powder anggur', '2. 500 g buah naga', '3. 2 gelas air']","['1. Rebus nutrijell rasa apa pun dalam 2 gelas air. Rebus hingga mendidih .. Setelah masak, diamkan 3 menit, lalu tambahkan asam buah dan biarkan dingin.', '2. Belah buah naga menjadi dua, keluarkan isinya lalu potong dadu, usahakan kulit buah naga masih tersisa.', '3. Potong Nutrijell dingin menjadi kubus, lalu sajikan dengan irisan buah naga di atas kulit buah naga. Selamat menikmati.']",2 porsi,133,0.95,32.45,1.95,4.8,0,https://m.ftscrt.com/static/recipe/b1d1cce9-c733-4f35-b103-d114fc65d1f5.jpg
Klapertart,"['1. 2 sdm mentega', '2. 60 g tepung pati jagung', '3. 300 ml susu uht full cream', '4. 3 besar telur', '5. 1 sdt kayu manis', '6. 1/4 sdt garam', '7. 1/4 sdt ekstrak vanila', '8. 50 gram kismis (tanpa biji)', '9. 200 gram kelapa', '10. 300 gram air kelapa', '11. 100 gram gula pasir']","['1. Campur susu, air kelapa, maizena, vanila, garam, kuning telur, gula. Aduk hingga mengental.', '2. Tambah blue band, kelapa muda kismis.', '3. Letakan di 3/4 wadahnya.', '4. Kocok putih telur dengan gula pasir.', '5. Letakkan diatas adonan pertama.', '6. Panggang dengan suhu 170 derajat selama 20menit.']",12 porsi,176,9.37,21.01,3.29,2,55,https://m.ftscrt.com/static/recipe/781cce8a-75c1-4d4a-bb92-485a6e77102a.jpg
Cookies Oatmeal,"['1. 35 gram kenari', '2. 135 g oatmeal', '3. 1/2 sdt kayu manis', '4. 135 gram pisang']","['1. Haluskan pisang.', '2. Masukkan semua bahan, aduk sampai tercampur rata.', '3. Beratnya sekitar 24-25gr per porsi, hasilnya 13 cookie. Bulatkan lalu ratakan.', '4. Panggang dengan suhu 175Â° selama 12-15 menit.']",13 porsi,35,2.65,9.82,1.93,1.6,0,https://m.ftscrt.com/static/recipe/99c99845-bd46-4473-902b-e4cb3ea341b0.jpg
Bolu Pisang Kukus,"['1. 4 g sweetener', '2. 50 g margarine', '3. 440 g pisang ambon', '4. 2 besar telur', '5. 1/2 sdt ekstrak vanila', '6. 120 gram tepung gandum', '7. 1 sdt baking soda']","['1. Kupas pisang , lumatkan hingga halus lalu sisahkan.', '2. Kocok telur dan gula hanya sampai larut saja. Tidak usah terlalu lama.', '3. Campurkan pisang yg sudah dilumatkan kedalam adonan telur dan gula. Aduk hingga tercampur rata.', '4. Ayak tepung, baking soda dan vanili. Masukan kedalan adonan. Aduk hingga tercampur rata.', '5. Masukan margarin keadonan, aduk hingga rata.', '6. Siapkan loyang. Olesi dengan margarin secara merata.', '7. Kukus dengan api sedang selama 30 menit.', '8. Setelah 30 menit cek meggunakan tusuk gigi. Kalau tidak ada yg menempal berati sudah matang dengan sempurna.']",10 porsi,138,5.37,20.56,3.47,11,42,https://m.ftscrt.com/static/recipe/cf4ed3b3-3036-4677-94ed-711f6713e9be.jpg
Swallow,"['1. 4 g sweetener', '2. 7 g agar agar powder', '3. 100 ml air']","['1. Panaskan air kemudian masukkan agar agar.', '2. Tunggu hingga mendidih lalu masukka gula diabetasol.', '3. Diamkan sebentar lalu tuang keloyang.']",5 porsi,5,0.0,1.98,0.0,1.2,0,https://m.ftscrt.com/static/recipe/6d8920e8-7bb1-4a63-97a1-fd01034384ae.jpg
Puding Chia,"['1. 3,5 g agar agar powder', '2. 2 sdm brown sugar', '3. 500 ml skimmed milk (250ml)', '4. 8 lengkeng', '5. 4 sedang stroberi', '6. 50 gram mangga', '7. 8 gram chia seed']","['1. Membuat puding chia seed: campur chia seed dengan air atau susu lalu aduk rata dan simpan di lemari es. Diamkan 1 jam kemudian biji chia akan mengembang. Just adjust the water/milk according to the chia seeds.', '2. Sambil menunggu puding chia dingin, sesuaikan air/susu sesuai dengan biji chia. Tuang susu, gelatin, dan gula merah ke dalam panci.', '3. Masak dengan api kecil sambil diaduk2 sampai mendidih.', '4. Setelah mendidih tuang ketempat yg telah disediakan.', '5. Tunggu hingga puding set beri puding chia seed dan buah2an yang sudah dipotong2 lalu simpan dikulkas.']",4 porsi,76,0.7,13.64,4.54,2,0,https://m.ftscrt.com/static/recipe/d34542f9-9f42-4bb9-8434-05061c323770.jpg
Seblak Mie Shirataki,"['1. 2 g kencur', '2. 1 bendak wangi sweetener diabtx', '3. 100 g mie basah matang', '4. 1 besar telur', '5. 10 gram bawang merah', '6. 40 gram pakcoy', '7. 1 sdt garam', '8. 2 gram cabai merah atau rawit', '9. 4 gram bawang putih']","['1. Blender bawang merah, bawang putih, cengek, kencur/cikur dan air, atau bisa di uleg.', '2. Tumis bumbu (di teflon anti lengket) sampai airnya surut, (biar gak pait), terus jangan tambah minyak.', '3. Lalu masukan air dan telur, tunggu sampai matang. Bisa tambah daun jeruk biar wangi.', '4. Tambah mie shirataki dan pakcoy.', '5. Masukan gula tropicana dan garam sesuai selera.', '6. Cicipi, tunggu sampai airnya agak surut.', '7. Selesai.']",1 porsi,114,5.38,11.65,7.13,5,212,https://m.ftscrt.com/static/recipe/083a8e80-4c4a-4ae3-9e80-6b98cbbfe311.jpg
Protein Bar Kacang Tanah,"['1. 25 gram raisins', '2. 50 g instant oatmeal', '3. 100 gram roasted unsalted peanuts', '4. 75 gram honey']","['1. Giling kacang goreng.', '2. Campurkan semua bahan dan kacau sehingga menjadi doh.', '3. Masukkan ke dalam cetakan/tutup dengan plastik cling dan potong menjadi batangan.', '4. Dinginkan di lemari es.']",15 porsi,72,3.63,8.99,2.2,0.8,0,https://m.ftscrt.com/static/recipe/b6642417-1d25-42ed-9a27-fdf33b2b9812.jpg
Klepon Ubi,"['1. 250 gram ubi', '2. 25 gram gula merah', '3. 50 gram tepung sagu']","['1. Rebus/kukus Ubi Selama 10 menit, hancurkan dengan garpu.', '2. Masukkan sagu dan campur hingga kalis.', '3. Bentuk adonan bulat-bulat dan masukkan potongan gula merah di tengah, rebus di air mendidih hingga adonan mengapung.']",4 porsi,125,0.04,30.07,1.01,2,0,https://m.ftscrt.com/static/recipe/c86c96cd-71b9-4a9b-aaf7-92d88cfee2f3.jpg
Brownies Mocaf,"['1. 13 g coklat bubuk', '2. 30 ml extra virgin olive oil', '3. 100 g tepung mocaf', '4. 2 besar telur', '5. 100 gram coklat manis atau gelap', '6. 50 gram mentega', '7. 15 gram kacang almond', '8. 100 gram gula merah']","['1. Lelehkan coklat manis gelap dengan minyak zaitun dan mentega.', '2. Kocok telur dan gula merah semut dengan whisk.', '3. Masukkan lelehan coklat tadi,aduk rata.', '4. Masukan tepung mocaf aduk rata.', '5. Masukan lagi coklat bubuk, aduk rata kembali.', '6. Panaskan oven 180Â°C selama 10 menit.Masukan adonan kedalam loyang panggang dan tambahkan almond sebagai topping selama 20-25m.', '7. Brownis siap dihidangkan.']",10 porsi,213,12.1,25.52,2.37,1.3,53,https://m.ftscrt.com/static/recipe/bb7d9144-783c-49bd-9417-78d5ee946ba6.jpg
Poires Helena,"['1. 15 g saus manis cokelat pisang', '2. 100 ml ice cream cokelat chip', '3. 3 sedang buah pir', '4. 2 1/2 gelas air', '5. 11 gram kayu manis', '6. 50 gram kacang almond', '7. 90 gram gula pasir']","['1. Masukkan gula pasir dan kayu manis, tambahkan 1/2 gelas air.', '2. Aduk, kemudian tambahkan 2 gelas air dan rebus 3 buah pir.', '3. Tiriskan, plating buah pir kemudian tambahkan 2 scoops ice cream, tambahkan saus coklat dan beri taburan kacang almond.']",3 porsi,388,12.76,68.87,5.32,9.1,0,https://m.ftscrt.com/static/recipe/fc61ac59-318e-4d0a-a7da-7ab3afb269d1.jpg
Lumpia Pisang Aroma,"['1. 1 mangkok saus cokelat', '2. 16 sedang pangsit polos', '3. 4 sedang pisang', '4. 15 gram keju cheddar', '5. 20 gram gula pasir']","['1. Siapkan bahan dan lelehakan coklat.', '2. Masukkan pisang keju gula pasir ke kulit pangsit lalu gulung.', '3. Goreng.', '4. Tambahkan lelehan coklat dan keju diatas nya.']",4 porsi,329,7.12,60.68,8.63,4.2,8,https://m.ftscrt.com/static/recipe/f6f29f0f-bc7c-484c-b25c-7da12b70be34.jpg
Agar-agar Kukus Coklat,"['1. 7 g agar agar powder', '2. 9 g agarasa coklat', '3. 35 g white coffee less sugar', '4. 1 besar telur (utuh)', '5. 10 gram kacang sangrai kering (dengan garam)', '6. 25 gram gula pasir']","['1. Kocok telur sampai mengembang.', '2. Tuang bubuk agarasa, agar2putih dan bubuk kopi. Aduk rata.', '3. Panaskan kukusan.', '4. Masukkan kedalam cetakan tambahkan kacang secukupnya.', '5. Kukus 10-15menit. Angkat.']",4 porsi,113,4.37,16.01,2.42,3,53,https://m.ftscrt.com/static/recipe/3fa2439a-28a0-444a-bc7e-e80426a4c2b9.jpg
